age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y,campaign_squared,quarter,season,march,many_contacts,long_call,duration_log
52,2.0,1.0,1.0,0.0,113,1.0,1.0,2.0,5,8.0,127,1,0.0,1,2,2,False,False,False,4.852030263919617
46,4.0,2.0,1.0,0.0,-246,1.0,0.0,2.0,5,8.0,255,2,0.0,4,2,2,False,False,False,5.545177444479562
36,9.0,2.0,1.0,0.0,265,1.0,1.0,2.0,5,8.0,348,1,0.0,1,2,2,False,False,False,5.855071922202427
57,9.0,1.0,1.0,0.0,839,0.0,1.0,2.0,5,8.0,225,1,0.0,1,2,2,False,False,False,5.420534999272286
49,4.0,1.0,2.0,0.0,378,1.0,0.0,2.0,5,8.0,230,1,0.0,1,2,2,False,False,False,5.442417710521793
60,0.0,1.0,1.0,0.0,39,1.0,1.0,2.0,5,8.0,208,1,0.0,1,2,2,False,False,False,5.342334251964811
59,1.0,1.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,226,1,0.0,1,2,2,False,False,False,5.424950017481403
51,4.0,1.0,2.0,0.0,10635,1.0,0.0,2.0,5,8.0,336,1,0.0,1,2,2,False,False,False,5.820082930352362
57,9.0,0.0,1.0,0.0,63,1.0,0.0,2.0,5,8.0,242,1,0.0,1,2,2,False,False,False,5.493061443340548
25,1.0,1.0,1.0,0.0,-7,1.0,0.0,2.0,5,8.0,365,1,0.0,1,2,2,False,False,False,5.902633333401366
53,9.0,1.0,1.0,0.0,-3,0.0,0.0,2.0,5,8.0,1666,1,0.0,1,2,2,False,False,True,7.418780882750794
36,0.0,0.0,1.0,0.0,506,1.0,0.0,2.0,5,8.0,577,1,0.0,1,2,2,False,False,True,6.359573868672378
37,0.0,2.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,137,1,0.0,1,2,2,False,False,False,4.927253685157205
44,7.0,0.0,1.0,0.0,2586,1.0,0.0,2.0,5,8.0,160,1,0.0,1,2,2,False,False,False,5.081404364984463
50,4.0,1.0,1.0,0.0,49,1.0,0.0,2.0,5,8.0,180,2,0.0,4,2,2,False,False,False,5.198497031265826
54,5.0,1.0,1.0,0.0,529,1.0,0.0,2.0,5,8.0,1492,1,0.0,1,2,2,False,False,True,7.30854279753919
36,0.0,2.0,0.0,0.0,-171,1.0,0.0,2.0,5,8.0,242,1,0.0,1,2,2,False,False,False,5.493061443340548
58,6.0,1.0,2.0,0.0,-364,1.0,0.0,2.0,5,8.0,355,1,0.0,1,2,2,False,False,False,5.87493073085203
44,9.0,1.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,225,2,0.0,4,2,2,False,False,False,5.420534999272286
55,9.0,0.0,1.0,0.0,0,0.0,0.0,2.0,5,8.0,160,1,0.0,1,2,2,False,False,False,5.081404364984463
29,4.0,2.0,2.0,0.0,0,1.0,0.0,2.0,5,8.0,363,1,0.0,1,2,2,False,False,False,5.8971538676367405
54,1.0,1.0,1.0,0.0,1291,1.0,0.0,2.0,5,8.0,266,1,0.0,1,2,2,False,False,False,5.58724865840025
48,4.0,0.0,2.0,0.0,-244,1.0,0.0,2.0,5,8.0,253,1,0.0,1,2,2,False,False,False,5.537334267018537
32,4.0,1.0,2.0,0.0,0,1.0,0.0,2.0,5,8.0,179,1,0.0,1,2,2,False,False,False,5.19295685089021
42,0.0,2.0,1.0,0.0,-76,1.0,0.0,2.0,5,8.0,787,1,0.0,1,2,2,False,False,True,6.669498089857879
24,9.0,2.0,1.0,0.0,-103,1.0,1.0,2.0,5,8.0,145,1,0.0,1,2,2,False,False,False,4.983606621708336
38,2.0,2.0,2.0,0.0,243,0.0,1.0,2.0,5,8.0,174,1,0.0,1,2,2,False,False,False,5.1647859739235145
38,4.0,2.0,2.0,0.0,424,1.0,0.0,2.0,5,8.0,104,1,0.0,1,2,2,False,False,False,4.653960350157523
46,7.0,1.0,0.0,0.0,179,1.0,0.0,2.0,5,8.0,1778,1,0.0,1,2,2,False,False,True,7.483806687665835
32,0.0,1.0,2.0,0.0,0,1.0,0.0,2.0,5,8.0,138,1,0.0,1,2,2,False,False,False,4.9344739331306915
53,9.0,0.0,1.0,0.0,989,1.0,0.0,2.0,5,8.0,812,1,0.0,1,2,2,False,False,True,6.70073110954781
57,1.0,1.0,0.0,0.0,249,1.0,0.0,2.0,5,8.0,164,1,0.0,1,2,2,False,False,False,5.10594547390058
33,7.0,1.0,1.0,0.0,790,1.0,0.0,2.0,5,8.0,391,1,0.0,1,2,2,False,False,False,5.971261839790462
51,4.0,1.0,2.0,0.0,6530,1.0,0.0,2.0,5,8.0,91,1,0.0,1,2,2,False,False,False,4.5217885770490405
60,5.0,1.0,2.0,0.0,100,0.0,0.0,2.0,5,8.0,528,1,0.0,1,2,2,False,False,True,6.270988431858299
59,4.0,0.0,2.0,0.0,59,1.0,0.0,2.0,5,8.0,273,1,0.0,1,2,2,False,False,False,5.6131281063880705
55,9.0,1.0,1.0,0.0,1205,1.0,0.0,2.0,5,8.0,158,2,0.0,4,2,2,False,False,False,5.0689042022202315
35,1.0,2.0,1.0,0.0,12223,1.0,1.0,2.0,5,8.0,177,1,0.0,1,2,2,False,False,False,5.181783550292085
57,1.0,1.0,1.0,0.0,5935,1.0,1.0,2.0,5,8.0,258,1,0.0,1,2,2,False,False,False,5.556828061699537
31,7.0,1.0,1.0,0.0,25,1.0,1.0,2.0,5,8.0,172,1,0.0,1,2,2,False,False,False,5.153291594497779
54,4.0,1.0,1.0,0.0,282,1.0,1.0,2.0,5,8.0,154,1,0.0,1,2,2,False,False,False,5.043425116919247
55,1.0,1.0,0.0,0.0,23,1.0,0.0,2.0,5,8.0,291,1,0.0,1,2,2,False,False,False,5.676753802268282
43,9.0,1.0,1.0,0.0,1937,1.0,0.0,2.0,5,8.0,181,1,0.0,1,2,2,False,False,False,5.204006687076795
53,9.0,1.0,1.0,0.0,384,1.0,0.0,2.0,5,8.0,176,1,0.0,1,2,2,False,False,False,5.176149732573829
44,1.0,1.0,1.0,0.0,582,0.0,1.0,2.0,5,8.0,211,1,0.0,1,2,2,False,False,False,5.356586274672012
55,7.0,0.0,1.0,0.0,91,0.0,0.0,2.0,5,8.0,349,1,0.0,1,2,2,False,False,False,5.857933154483459
49,7.0,0.0,1.0,0.0,0,1.0,1.0,2.0,5,8.0,272,1,0.0,1,2,2,False,False,False,5.60947179518496
55,7.0,0.0,1.0,1.0,1,1.0,0.0,2.0,5,8.0,208,1,0.0,1,2,2,False,False,False,5.342334251964811
45,0.0,2.0,1.0,0.0,206,1.0,0.0,2.0,5,8.0,193,1,0.0,1,2,2,False,False,False,5.267858159063328
47,7.0,0.0,1.0,0.0,164,0.0,0.0,2.0,5,8.0,212,1,0.0,1,2,2,False,False,False,5.3612921657094255
42,9.0,2.0,1.0,0.0,690,1.0,0.0,2.0,5,8.0,20,1,0.0,1,2,2,False,False,False,3.044522437723423
59,0.0,1.0,1.0,0.0,2343,1.0,0.0,2.0,5,8.0,1042,1,1.0,1,2,2,False,False,True,6.949856455000773
46,6.0,1.0,2.0,0.0,137,1.0,1.0,2.0,5,8.0,246,1,0.0,1,2,2,False,False,False,5.5093883366279774
51,1.0,1.0,0.0,0.0,173,1.0,0.0,2.0,5,8.0,529,2,0.0,4,2,2,False,False,True,6.272877006546167
56,0.0,1.0,1.0,0.0,45,0.0,0.0,2.0,5,8.0,1467,1,1.0,1,2,2,False,False,True,7.291656209174461
41,9.0,1.0,1.0,0.0,1270,1.0,0.0,2.0,5,8.0,1389,1,1.0,1,2,2,False,False,True,7.237059026124737
46,4.0,0.0,1.0,0.0,16,1.0,1.0,2.0,5,8.0,188,2,0.0,4,2,2,False,False,False,5.241747015059643
57,5.0,1.0,1.0,0.0,486,1.0,0.0,2.0,5,8.0,180,2,0.0,4,2,2,False,False,False,5.198497031265826
42,4.0,2.0,1.0,0.0,50,0.0,0.0,2.0,5,8.0,48,1,0.0,1,2,2,False,False,False,3.8918202981106265
30,9.0,1.0,1.0,0.0,152,1.0,1.0,2.0,5,8.0,213,2,0.0,4,2,2,False,False,False,5.365976015021851
60,0.0,1.0,1.0,0.0,290,1.0,0.0,2.0,5,8.0,583,1,0.0,1,2,2,False,False,True,6.369900982828227
57,2.0,0.0,1.0,0.0,-37,0.0,0.0,2.0,5,8.0,173,1,0.0,1,2,2,False,False,False,5.159055299214529
36,4.0,1.0,2.0,0.0,101,1.0,1.0,2.0,5,8.0,426,1,0.0,1,2,2,False,False,False,6.056784013228625
55,1.0,1.0,1.0,0.0,383,0.0,0.0,2.0,5,8.0,287,1,0.0,1,2,2,False,False,False,5.662960480135946
60,5.0,1.0,2.0,0.0,81,1.0,0.0,2.0,5,8.0,101,1,0.0,1,2,2,False,False,False,4.624972813284271
39,9.0,1.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,203,1,0.0,1,2,2,False,False,False,5.318119993844216
46,4.0,1.0,2.0,0.0,229,1.0,0.0,2.0,5,8.0,197,1,0.0,1,2,2,False,False,False,5.288267030694535
44,1.0,1.0,1.0,0.0,-674,1.0,0.0,2.0,5,8.0,257,1,0.0,1,2,2,False,False,False,5.552959584921617
53,1.0,1.0,0.0,0.0,90,0.0,0.0,2.0,5,8.0,124,1,0.0,1,2,2,False,False,False,4.8283137373023015
52,1.0,1.0,0.0,0.0,128,1.0,0.0,2.0,5,8.0,229,1,0.0,1,2,2,False,False,False,5.438079308923196
59,1.0,1.0,0.0,0.0,179,1.0,0.0,2.0,5,8.0,55,3,0.0,9,2,2,False,False,False,4.02535169073515
27,9.0,2.0,2.0,0.0,0,1.0,0.0,2.0,5,8.0,400,1,0.0,1,2,2,False,False,False,5.993961427306569
44,1.0,1.0,1.0,0.0,54,1.0,0.0,2.0,5,8.0,197,1,0.0,1,2,2,False,False,False,5.288267030694535
47,9.0,1.0,2.0,0.0,151,1.0,0.0,2.0,5,8.0,190,1,0.0,1,2,2,False,False,False,5.25227342804663
34,0.0,1.0,1.0,0.0,61,0.0,1.0,2.0,5,8.0,21,1,0.0,1,2,2,False,False,False,3.091042453358316
59,5.0,2.0,1.0,0.0,30,1.0,0.0,2.0,5,8.0,514,1,0.0,1,2,2,False,False,True,6.244166900663736
45,4.0,1.0,2.0,0.0,523,1.0,0.0,2.0,5,8.0,849,2,0.0,4,2,2,False,False,True,6.745236349484363
29,7.0,0.0,1.0,0.0,31,1.0,0.0,2.0,5,8.0,194,1,0.0,1,2,2,False,False,False,5.272999558563747
46,9.0,0.0,1.0,0.0,79,0.0,0.0,2.0,5,8.0,144,1,0.0,1,2,2,False,False,False,4.976733742420574
56,6.0,1.0,0.0,0.0,-34,1.0,1.0,2.0,5,8.0,212,2,0.0,4,2,2,False,False,False,5.3612921657094255
36,1.0,1.0,0.0,0.0,448,1.0,0.0,2.0,5,8.0,286,1,0.0,1,2,2,False,False,False,5.659482215759621
59,5.0,0.0,0.0,0.0,81,1.0,0.0,2.0,5,8.0,107,1,0.0,1,2,2,False,False,False,4.68213122712422
44,1.0,1.0,1.0,0.0,144,1.0,0.0,2.0,5,8.0,247,2,0.0,4,2,2,False,False,False,5.5134287461649825
41,0.0,1.0,1.0,0.0,351,1.0,0.0,2.0,5,8.0,518,1,0.0,1,2,2,False,False,True,6.251903883165888
33,4.0,2.0,2.0,0.0,-67,1.0,0.0,2.0,5,8.0,364,1,0.0,1,2,2,False,False,False,5.8998973535824915
59,4.0,0.0,2.0,0.0,262,0.0,0.0,2.0,5,8.0,178,1,0.0,1,2,2,False,False,False,5.187385805840755
57,9.0,1.0,0.0,0.0,0,0.0,0.0,2.0,5,8.0,98,1,0.0,1,2,2,False,False,False,4.59511985013459
51,1.0,1.0,1.0,0.0,26,1.0,0.0,2.0,5,8.0,79,1,0.0,1,2,2,False,False,False,4.382026634673881
43,7.0,1.0,1.0,0.0,41,1.0,1.0,2.0,5,8.0,127,2,0.0,4,2,2,False,False,False,4.852030263919617
52,9.0,1.0,2.0,0.0,7,0.0,1.0,2.0,5,8.0,175,1,0.0,1,2,2,False,False,False,5.170483995038151
33,9.0,2.0,1.0,0.0,105,1.0,0.0,2.0,5,8.0,262,2,0.0,4,2,2,False,False,False,5.572154032177765
29,0.0,2.0,1.0,0.0,818,1.0,1.0,2.0,5,8.0,61,1,0.0,1,2,2,False,False,False,4.127134385045092
34,7.0,1.0,1.0,0.0,-16,1.0,1.0,2.0,5,8.0,78,1,0.0,1,2,2,False,False,False,4.3694478524670215
31,1.0,1.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,143,1,0.0,1,2,2,False,False,False,4.969813299576001
55,7.0,1.0,1.0,0.0,2476,1.0,0.0,2.0,5,8.0,579,1,1.0,1,2,2,False,False,True,6.363028103540465
32,0.0,2.0,1.0,0.0,217,1.0,0.0,2.0,5,8.0,345,1,0.0,1,2,2,False,False,False,5.846438775057725
38,9.0,2.0,1.0,0.0,1685,1.0,0.0,2.0,5,8.0,185,1,0.0,1,2,2,False,False,False,5.225746673713202
55,0.0,2.0,1.0,0.0,802,1.0,1.0,2.0,5,8.0,100,2,0.0,4,2,2,False,False,False,4.61512051684126
28,10.0,2.0,2.0,0.0,0,1.0,0.0,2.0,5,8.0,125,2,0.0,4,2,2,False,False,False,4.836281906951478
23,1.0,1.0,1.0,0.0,94,1.0,0.0,2.0,5,8.0,193,1,0.0,1,2,2,False,False,False,5.267858159063328
32,9.0,2.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,136,1,0.0,1,2,2,False,False,False,4.919980925828125
32,1.0,1.0,1.0,0.0,517,1.0,0.0,2.0,5,8.0,528,1,0.0,1,2,2,False,False,True,6.270988431858299
46,1.0,1.0,1.0,0.0,265,1.0,0.0,2.0,5,8.0,541,1,0.0,1,2,2,False,False,True,6.295266001439646
53,3.0,0.0,0.0,0.0,947,1.0,0.0,2.0,5,8.0,163,1,0.0,1,2,2,False,False,False,5.099866427824199
34,6.0,2.0,1.0,0.0,3,1.0,0.0,2.0,5,8.0,301,1,0.0,1,2,2,False,False,False,5.71042701737487
57,10.0,1.0,2.0,0.0,42,0.0,0.0,2.0,5,8.0,46,1,0.0,1,2,2,False,False,False,3.8501476017100584
37,1.0,1.0,1.0,0.0,37,1.0,0.0,2.0,5,8.0,204,1,0.0,1,2,2,False,False,False,5.3230099791384085
59,1.0,1.0,1.0,0.0,57,1.0,0.0,2.0,5,8.0,98,1,0.0,1,2,2,False,False,False,4.59511985013459
33,7.0,1.0,1.0,0.0,22,1.0,0.0,2.0,5,8.0,71,1,0.0,1,2,2,False,False,False,4.276666119016055
56,1.0,0.0,0.0,0.0,8,1.0,0.0,2.0,5,8.0,157,2,0.0,4,2,2,False,False,False,5.062595033026967
48,10.0,1.0,1.0,0.0,293,1.0,0.0,2.0,5,8.0,243,1,0.0,1,2,2,False,False,False,5.497168225293202
43,7.0,1.0,0.0,0.0,3,1.0,0.0,2.0,5,8.0,186,2,0.0,4,2,2,False,False,False,5.231108616854587
54,1.0,1.0,0.0,0.0,348,1.0,0.0,2.0,5,8.0,579,2,0.0,4,2,2,False,False,True,6.363028103540465
26,8.0,2.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,610,2,0.0,4,2,2,False,False,True,6.415096959171596
40,4.0,1.0,2.0,0.0,-4,1.0,0.0,2.0,5,8.0,2033,1,0.0,1,2,2,False,False,True,7.617759576608505
39,4.0,1.0,1.0,0.0,18,1.0,0.0,2.0,5,8.0,85,1,0.0,1,2,2,False,False,False,4.454347296253507
50,9.0,1.0,0.0,0.0,139,0.0,0.0,2.0,5,8.0,114,2,0.0,4,2,2,False,False,False,4.74493212836325
41,7.0,1.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,114,2,0.0,4,2,2,False,False,False,4.74493212836325
60,5.0,0.0,1.0,0.0,216,1.0,0.0,2.0,5,8.0,238,1,0.0,1,2,2,False,False,False,5.476463551931511
52,1.0,1.0,1.0,0.0,782,1.0,0.0,2.0,5,8.0,93,3,0.0,9,2,2,False,False,False,4.543294782270004
48,1.0,1.0,1.0,0.0,904,1.0,0.0,2.0,5,8.0,128,2,0.0,4,2,2,False,False,False,4.859812404361672
39,9.0,2.0,2.0,0.0,47,1.0,0.0,2.0,5,8.0,181,1,0.0,1,2,2,False,False,False,5.204006687076795
47,7.0,2.0,1.0,0.0,176,1.0,0.0,2.0,5,8.0,303,2,0.0,4,2,2,False,False,False,5.717027701406222
40,1.0,1.0,1.0,0.0,1225,1.0,0.0,2.0,5,8.0,558,5,0.0,25,2,2,False,True,True,6.326149473155099
45,9.0,1.0,1.0,0.0,86,1.0,0.0,2.0,5,8.0,270,1,0.0,1,2,2,False,False,False,5.602118820879701
26,0.0,2.0,1.0,0.0,82,1.0,0.0,2.0,5,8.0,228,1,0.0,1,2,2,False,False,False,5.43372200355424
52,4.0,1.0,2.0,0.0,271,1.0,0.0,2.0,5,8.0,99,1,0.0,1,2,2,False,False,False,4.605170185988092
54,9.0,1.0,1.0,0.0,1378,1.0,0.0,2.0,5,8.0,240,1,0.0,1,2,2,False,False,False,5.484796933490655
54,0.0,1.0,2.0,0.0,184,0.0,0.0,2.0,5,8.0,673,2,1.0,4,2,2,False,False,True,6.513230110912307
50,1.0,1.0,0.0,0.0,0,0.0,0.0,2.0,5,8.0,233,3,0.0,9,2,2,False,False,False,5.455321115357702
35,1.0,1.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,1056,1,0.0,1,2,2,False,False,True,6.963189985870238
44,7.0,1.0,1.0,0.0,1357,1.0,1.0,2.0,5,8.0,250,1,0.0,1,2,2,False,False,False,5.5254529391317835
35,5.0,2.0,0.0,0.0,434,0.0,0.0,2.0,5,8.0,138,1,0.0,1,2,2,False,False,False,4.9344739331306915
60,0.0,0.0,1.0,0.0,92,1.0,0.0,2.0,5,8.0,130,1,0.0,1,2,2,False,False,False,4.875197323201151
53,0.0,0.0,1.0,0.0,1151,1.0,0.0,2.0,5,8.0,412,1,0.0,1,2,2,False,False,False,6.023447592961033
48,10.0,1.0,1.0,0.0,41,1.0,0.0,2.0,5,8.0,179,2,0.0,4,2,2,False,False,False,5.19295685089021
34,9.0,1.0,1.0,0.0,51,1.0,0.0,2.0,5,8.0,19,2,0.0,4,2,2,False,False,False,2.995732273553991
54,7.0,1.0,1.0,0.0,214,1.0,0.0,2.0,5,8.0,458,2,0.0,4,2,2,False,False,False,6.129050210060545
51,4.0,1.0,1.0,0.0,1161,1.0,0.0,2.0,5,8.0,717,1,0.0,1,2,2,False,False,True,6.576469569048224
31,7.0,1.0,2.0,0.0,37,1.0,0.0,2.0,5,8.0,313,1,0.0,1,2,2,False,False,False,5.749392985908253
35,9.0,0.0,1.0,0.0,787,1.0,0.0,2.0,5,8.0,683,2,0.0,4,2,2,False,False,True,6.52795791762255
35,7.0,1.0,1.0,0.0,59,1.0,0.0,2.0,5,8.0,1077,1,0.0,1,2,2,False,False,True,6.982862751468942
38,9.0,1.0,1.0,0.0,253,1.0,0.0,2.0,5,8.0,416,1,0.0,1,2,2,False,False,False,6.0330862217988015
36,0.0,1.0,2.0,0.0,211,1.0,0.0,2.0,5,8.0,146,2,0.0,4,2,2,False,False,False,4.990432586778736
58,5.0,1.0,0.0,0.0,235,1.0,0.0,2.0,5,8.0,167,1,0.0,1,2,2,False,False,False,5.123963979403259
54,4.0,1.0,1.0,0.0,4080,0.0,0.0,2.0,5,8.0,140,1,0.0,1,2,2,False,False,False,4.948759890378168
34,1.0,2.0,1.0,0.0,53,1.0,1.0,2.0,5,8.0,346,1,0.0,1,2,2,False,False,False,5.849324779946859
31,4.0,2.0,2.0,0.0,0,1.0,0.0,2.0,5,8.0,562,1,0.0,1,2,2,False,False,True,6.333279628139691
51,5.0,1.0,1.0,0.0,2127,1.0,0.0,2.0,5,8.0,172,1,0.0,1,2,2,False,False,False,5.153291594497779
33,4.0,1.0,2.0,0.0,377,1.0,0.0,2.0,5,8.0,217,1,0.0,1,2,2,False,False,False,5.384495062789089
55,4.0,1.0,2.0,0.0,73,1.0,0.0,2.0,5,8.0,142,2,0.0,4,2,2,False,False,False,4.962844630259907
42,0.0,1.0,1.0,0.0,445,1.0,0.0,2.0,5,8.0,67,1,0.0,1,2,2,False,False,False,4.219507705176107
34,1.0,1.0,1.0,0.0,243,1.0,0.0,2.0,5,8.0,291,1,0.0,1,2,2,False,False,False,5.676753802268282
33,1.0,2.0,1.0,0.0,307,1.0,0.0,2.0,5,8.0,309,2,0.0,4,2,2,False,False,False,5.736572297479192
38,7.0,1.0,1.0,0.0,155,1.0,0.0,2.0,5,8.0,248,1,0.0,1,2,2,False,False,False,5.517452896464707
50,9.0,0.0,2.0,0.0,173,0.0,1.0,2.0,5,8.0,98,1,0.0,1,2,2,False,False,False,4.59511985013459
43,4.0,1.0,2.0,0.0,400,1.0,0.0,2.0,5,8.0,256,1,0.0,1,2,2,False,False,False,5.54907608489522
61,1.0,0.0,0.0,0.0,1428,1.0,0.0,2.0,5,8.0,82,2,0.0,4,2,2,False,False,False,4.418840607796598
47,0.0,1.0,1.0,0.0,219,1.0,0.0,2.0,5,8.0,577,1,0.0,1,2,2,False,False,True,6.359573868672378
48,6.0,1.0,2.0,0.0,7,1.0,0.0,2.0,5,8.0,286,1,0.0,1,2,2,False,False,False,5.659482215759621
44,1.0,1.0,1.0,0.0,575,1.0,0.0,2.0,5,8.0,477,1,0.0,1,2,2,False,False,False,6.169610732491456
35,7.0,1.0,1.0,0.0,0,1.0,0.0,2.0,5,8.0,471,1,0.0,1,2,2,False,False,False,6.156978985585555
50,7.0,1.0,1.0,0.0,5699,1.0,0.0,2.0,5,8.0,381,2,0.0,4,2,2,False,False,False,5.945420608606575
41,4.0,1.0,2.0,0.0,176,1.0,1.0,2.0,5,8.0,42,1,0.0,1,2,2,False,False,False,3.7612001156935624
41,4.0,1.0,2.0,0.0,517,1.0,0.0,2.0,5,8.0,251,1,0.0,1,2,2,False,False,False,5.529429087511423
42,5.0,1.0,1.0,0.0,56,1.0,0.0,2.0,5,8.0,215,1,0.0,1,2,2,False,False,False,5.375278407684165
38,1.0,1.0,1.0,0.0,-390,1.0,0.0,2.0,5,8.0,287,1,0.0,1,2,2,False,False,False,5.662960480135946
53,5.0,1.0,1.0,0.0,330,1.0,0.0,2.0,5,8.0,216,2,0.0,4,2,2,False,False,False,5.37989735354046
59,3.0,0.0,0.0,0.0,195,0.0,0.0,2.0,5,8.0,366,2,0.0,4,2,2,False,False,False,5.905361848054571
36,7.0,1.0,1.0,0.0,301,1.0,0.0,2.0,5,8.0,210,1,0.0,1,2,2,False,False,False,5.351858133476067
54,1.0,1.0,0.0,0.0,-41,1.0,0.0,2.0,5,8.0,288,1,0.0,1,2,2,False,False,False,5.666426688112432
40,9.0,1.0,2.0,0.0,483,1.0,0.0,2.0,5,8.0,168,1,0.0,1,2,2,False,False,False,5.1298987149230735
46,3.0,1.0,0.0,0.0,965,0.0,0.0,2.0,5,8.0,177,1,0.0,1,2,2,False,False,False,5.181783550292085
39,4.0,1.0,2.0,0.0,378,1.0,1.0,2.0,5,8.0,127,2,0.0,4,2,2,False,False,False,4.852030263919617
40,10.0,1.0,1.0,0.0,219,1.0,0.0,2.0,5,8.0,357,1,0.0,1,2,2,False,False,False,5.8805329864007
28,1.0,1.0,0.0,0.0,324,1.0,0.0,2.0,5,8.0,175,1,0.0,1,2,2,False,False,False,5.170483995038151
35,2.0,0.0,1.0,0.0,-69,1.0,0.0,2.0,5,8.0,300,1,0.0,1,2,2,False,False,False,5.707110264748875
55,5.0,1.0,1.0,0.0,0,0.0,1.0,2.0,5,8.0,136,1,0.0,1,2,2,False,False,False,4.919980925828125
48,1.0,1.0,0.0,0.0,278,1.0,0.0,2.0,5,8.0,125,2,0.0,4,2,2,False,False,False,4.836281906951478
33,4.0,2.0,2.0,0.0,34,1.0,0.0,2.0,5,8.0,27,1,0.0,1,2,2,False,False,False,3.332204510175204
53,7.0,0.0,1.0,0.0,1467,1.0,0.0,2.0,5,8.0,124,1,0.0,1,2,2,False,False,False,4.8283137373023015
47,1.0,1.0,0.0,0.0,-12,1.0,0.0,2.0,5,8.0,18,1,0.0,1,2,2,False,False,False,2.9444389791664403
31,7.0,1.0,1.0,0.0,388,1.0,0.0,2.0,5,8.0,730,2,0.0,4,2,2,False,False,True,6.594413459749778
57,2.0,1.0,1.0,0.0,294,1.0,0.0,2.0,5,8.0,746,2,0.0,4,2,2,False,False,True,6.616065185132817
55,1.0,1.0,0.0,0.0,627,1.0,0.0,2.0,5,8.0,247,1,0.0,1,2,2,False,False,False,5.5134287461649825
