age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,y,month_sin,month_cos
40,0.0,2.0,1.0,0.0,-1,0.0,0.0,0.0,7,173,1,0.0,-0.4999999999999998,-0.8660254037844388
51,1.0,1.0,0.0,0.0,505,0.0,1.0,0.0,7,130,1,0.0,-0.4999999999999998,-0.8660254037844388
45,7.0,0.0,1.0,0.0,88,0.0,1.0,0.0,7,332,1,0.0,-0.4999999999999998,-0.8660254037844388
33,1.0,2.0,0.0,0.0,777,0.0,0.0,0.0,7,263,1,0.0,-0.4999999999999998,-0.8660254037844388
53,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,7,114,1,0.0,-0.4999999999999998,-0.8660254037844388
39,1.0,2.0,0.0,0.0,366,1.0,1.0,0.0,7,166,1,0.0,-0.4999999999999998,-0.8660254037844388
43,4.0,1.0,2.0,0.0,460,0.0,1.0,0.0,7,94,1,0.0,-0.4999999999999998,-0.8660254037844388
60,1.0,0.0,0.0,0.0,3427,0.0,0.0,0.0,7,169,1,0.0,-0.4999999999999998,-0.8660254037844388
28,3.0,2.0,0.0,0.0,332,0.0,0.0,0.0,7,385,1,0.0,-0.4999999999999998,-0.8660254037844388
46,9.0,1.0,1.0,0.0,967,0.0,0.0,0.0,7,248,3,0.0,-0.4999999999999998,-0.8660254037844388
56,4.0,1.0,0.0,0.0,21,0.0,0.0,0.0,7,118,1,0.0,-0.4999999999999998,-0.8660254037844388
32,6.0,2.0,2.0,0.0,2559,0.0,0.0,0.0,7,889,1,1.0,-0.4999999999999998,-0.8660254037844388
32,0.0,1.0,1.0,0.0,1604,0.0,1.0,0.0,7,625,1,1.0,-0.4999999999999998,-0.8660254037844388
34,1.0,2.0,0.0,1.0,-2,0.0,1.0,0.0,7,199,1,0.0,-0.4999999999999998,-0.8660254037844388
30,4.0,2.0,2.0,0.0,0,0.0,0.0,0.0,7,240,1,0.0,-0.4999999999999998,-0.8660254037844388
51,1.0,1.0,1.0,0.0,505,1.0,0.0,1.0,7,199,4,0.0,-0.4999999999999998,-0.8660254037844388
29,7.0,1.0,2.0,0.0,0,0.0,1.0,0.0,7,158,1,0.0,-0.4999999999999998,-0.8660254037844388
35,7.0,2.0,1.0,0.0,2110,0.0,1.0,0.0,7,39,1,0.0,-0.4999999999999998,-0.8660254037844388
29,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,7,256,15,0.0,-0.4999999999999998,-0.8660254037844388
31,1.0,2.0,1.0,0.0,1,0.0,1.0,0.0,7,174,1,0.0,-0.4999999999999998,-0.8660254037844388
40,9.0,1.0,3.0,0.0,0,0.0,1.0,0.0,7,161,1,0.0,-0.4999999999999998,-0.8660254037844388
29,1.0,1.0,0.0,0.0,57,0.0,1.0,0.0,7,461,1,0.0,-0.4999999999999998,-0.8660254037844388
44,3.0,1.0,0.0,0.0,398,0.0,0.0,0.0,7,187,3,0.0,-0.4999999999999998,-0.8660254037844388
32,7.0,2.0,1.0,0.0,-1139,1.0,0.0,0.0,7,201,1,0.0,-0.4999999999999998,-0.8660254037844388
36,1.0,1.0,1.0,0.0,537,0.0,1.0,0.0,7,206,6,0.0,-0.4999999999999998,-0.8660254037844388
40,9.0,1.0,1.0,0.0,351,0.0,1.0,0.0,7,139,1,0.0,-0.4999999999999998,-0.8660254037844388
37,4.0,2.0,2.0,0.0,0,0.0,0.0,0.0,7,643,3,0.0,-0.4999999999999998,-0.8660254037844388
45,4.0,2.0,1.0,0.0,-57,0.0,1.0,0.0,7,262,1,0.0,-0.4999999999999998,-0.8660254037844388
55,3.0,0.0,3.0,0.0,3068,0.0,0.0,0.0,7,44,3,0.0,-0.4999999999999998,-0.8660254037844388
39,0.0,1.0,1.0,0.0,2319,0.0,0.0,0.0,7,84,1,0.0,-0.4999999999999998,-0.8660254037844388
25,9.0,2.0,2.0,0.0,437,0.0,1.0,0.0,7,121,1,0.0,-0.4999999999999998,-0.8660254037844388
41,9.0,2.0,1.0,0.0,879,0.0,1.0,0.0,7,60,4,0.0,-0.4999999999999998,-0.8660254037844388
34,9.0,2.0,1.0,0.0,232,0.0,0.0,0.0,7,130,1,0.0,-0.4999999999999998,-0.8660254037844388
37,0.0,2.0,1.0,0.0,-117,0.0,1.0,0.0,7,106,1,0.0,-0.4999999999999998,-0.8660254037844388
51,5.0,1.0,1.0,0.0,3003,1.0,0.0,0.0,7,149,3,0.0,-0.4999999999999998,-0.8660254037844388
35,0.0,2.0,1.0,0.0,0,0.0,1.0,0.0,7,480,1,0.0,-0.4999999999999998,-0.8660254037844388
49,1.0,1.0,0.0,0.0,-167,0.0,0.0,0.0,7,51,1,0.0,-0.4999999999999998,-0.8660254037844388
28,9.0,2.0,1.0,0.0,909,0.0,1.0,0.0,7,532,1,1.0,-0.4999999999999998,-0.8660254037844388
26,1.0,2.0,1.0,0.0,428,0.0,1.0,0.0,7,575,1,0.0,-0.4999999999999998,-0.8660254037844388
27,4.0,1.0,2.0,0.0,54,1.0,1.0,0.0,7,72,1,0.0,-0.4999999999999998,-0.8660254037844388
45,0.0,0.0,1.0,0.0,-176,0.0,1.0,0.0,7,574,1,1.0,-0.4999999999999998,-0.8660254037844388
34,0.0,0.0,1.0,0.0,564,0.0,1.0,0.0,7,445,1,0.0,-0.4999999999999998,-0.8660254037844388
27,7.0,1.0,1.0,0.0,221,0.0,1.0,0.0,7,554,1,0.0,-0.4999999999999998,-0.8660254037844388
35,7.0,0.0,1.0,0.0,35,1.0,0.0,0.0,7,129,4,0.0,-0.4999999999999998,-0.8660254037844388
48,0.0,1.0,1.0,0.0,8,0.0,1.0,0.0,7,46,1,0.0,-0.4999999999999998,-0.8660254037844388
33,7.0,2.0,1.0,0.0,149,0.0,1.0,0.0,7,254,1,0.0,-0.4999999999999998,-0.8660254037844388
31,9.0,2.0,1.0,0.0,475,0.0,0.0,0.0,7,226,1,0.0,-0.4999999999999998,-0.8660254037844388
40,1.0,2.0,3.0,0.0,29,0.0,0.0,1.0,7,118,2,0.0,-0.4999999999999998,-0.8660254037844388
56,3.0,0.0,1.0,0.0,977,0.0,0.0,0.0,7,1200,1,0.0,-0.4999999999999998,-0.8660254037844388
29,1.0,2.0,0.0,0.0,161,0.0,1.0,0.0,7,295,1,0.0,-0.4999999999999998,-0.8660254037844388
40,4.0,0.0,2.0,0.0,492,0.0,1.0,0.0,7,125,2,0.0,-0.4999999999999998,-0.8660254037844388
35,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,7,78,11,0.0,-0.4999999999999998,-0.8660254037844388
30,0.0,1.0,0.0,0.0,40,1.0,1.0,0.0,7,174,1,0.0,-0.4999999999999998,-0.8660254037844388
59,1.0,1.0,1.0,0.0,13718,0.0,0.0,1.0,7,107,6,0.0,-0.4999999999999998,-0.8660254037844388
34,1.0,1.0,1.0,0.0,205,1.0,1.0,0.0,7,309,1,0.0,-0.4999999999999998,-0.8660254037844388
26,1.0,2.0,1.0,0.0,123,0.0,1.0,0.0,7,209,1,0.0,-0.4999999999999998,-0.8660254037844388
41,4.0,1.0,1.0,0.0,0,0.0,1.0,0.0,7,630,3,0.0,-0.4999999999999998,-0.8660254037844388
31,11.0,2.0,2.0,0.0,0,0.0,0.0,0.0,7,57,1,0.0,-0.4999999999999998,-0.8660254037844388
58,1.0,1.0,1.0,0.0,2146,0.0,0.0,0.0,7,206,3,0.0,-0.4999999999999998,-0.8660254037844388
35,1.0,1.0,0.0,0.0,63,0.0,1.0,0.0,7,243,2,0.0,-0.4999999999999998,-0.8660254037844388
27,9.0,1.0,1.0,0.0,-428,0.0,0.0,0.0,7,451,1,0.0,-0.4999999999999998,-0.8660254037844388
40,4.0,1.0,2.0,0.0,0,0.0,0.0,0.0,7,111,1,0.0,-0.4999999999999998,-0.8660254037844388
52,9.0,0.0,2.0,1.0,-1014,0.0,1.0,0.0,7,154,1,0.0,-0.4999999999999998,-0.8660254037844388
38,9.0,1.0,1.0,0.0,-228,1.0,0.0,0.0,7,162,4,0.0,-0.4999999999999998,-0.8660254037844388
30,1.0,2.0,1.0,0.0,-42,0.0,0.0,0.0,7,86,2,0.0,-0.4999999999999998,-0.8660254037844388
25,1.0,2.0,1.0,0.0,218,0.0,1.0,0.0,7,448,1,0.0,-0.4999999999999998,-0.8660254037844388
57,1.0,1.0,0.0,0.0,282,0.0,1.0,0.0,7,261,12,0.0,-0.4999999999999998,-0.8660254037844388
29,7.0,1.0,1.0,0.0,123,0.0,1.0,0.0,7,151,1,0.0,-0.4999999999999998,-0.8660254037844388
48,1.0,1.0,0.0,0.0,14,0.0,1.0,0.0,7,120,1,0.0,-0.4999999999999998,-0.8660254037844388
29,1.0,1.0,1.0,0.0,247,0.0,1.0,0.0,7,199,1,0.0,-0.4999999999999998,-0.8660254037844388
31,3.0,1.0,3.0,1.0,-6,0.0,1.0,1.0,7,94,2,0.0,-0.4999999999999998,-0.8660254037844388
38,3.0,0.0,1.0,0.0,216,0.0,0.0,0.0,7,97,3,0.0,-0.4999999999999998,-0.8660254037844388
29,9.0,1.0,1.0,0.0,-28,0.0,0.0,0.0,7,531,1,0.0,-0.4999999999999998,-0.8660254037844388
40,1.0,1.0,1.0,0.0,326,1.0,1.0,0.0,7,112,1,0.0,-0.4999999999999998,-0.8660254037844388
31,0.0,2.0,1.0,0.0,119,0.0,0.0,0.0,7,80,1,0.0,-0.4999999999999998,-0.8660254037844388
34,1.0,1.0,0.0,0.0,69,0.0,0.0,1.0,7,41,1,0.0,-0.4999999999999998,-0.8660254037844388
29,1.0,1.0,0.0,0.0,707,0.0,0.0,0.0,7,210,1,0.0,-0.4999999999999998,-0.8660254037844388
44,3.0,1.0,0.0,0.0,-227,0.0,1.0,0.0,7,153,1,0.0,-0.4999999999999998,-0.8660254037844388
41,1.0,2.0,1.0,1.0,1085,1.0,1.0,0.0,7,599,1,1.0,-0.4999999999999998,-0.8660254037844388
34,1.0,0.0,1.0,0.0,368,0.0,1.0,0.0,7,2201,1,0.0,-0.4999999999999998,-0.8660254037844388
35,2.0,1.0,0.0,1.0,25,0.0,1.0,0.0,7,236,1,0.0,-0.4999999999999998,-0.8660254037844388
43,4.0,0.0,2.0,0.0,-132,1.0,1.0,0.0,7,532,2,0.0,-0.4999999999999998,-0.8660254037844388
59,1.0,0.0,0.0,0.0,1265,0.0,1.0,0.0,7,849,1,1.0,-0.4999999999999998,-0.8660254037844388
46,4.0,1.0,1.0,0.0,700,0.0,1.0,0.0,7,136,1,0.0,-0.4999999999999998,-0.8660254037844388
55,1.0,2.0,1.0,0.0,82,0.0,1.0,0.0,7,500,1,0.0,-0.4999999999999998,-0.8660254037844388
41,3.0,1.0,0.0,0.0,1529,0.0,0.0,0.0,7,61,6,0.0,-0.4999999999999998,-0.8660254037844388
59,4.0,2.0,2.0,0.0,623,1.0,0.0,0.0,7,212,4,0.0,-0.4999999999999998,-0.8660254037844388
39,9.0,1.0,1.0,0.0,-241,1.0,1.0,0.0,7,337,4,0.0,-0.4999999999999998,-0.8660254037844388
26,9.0,0.0,2.0,0.0,278,1.0,1.0,0.0,7,1467,1,0.0,-0.4999999999999998,-0.8660254037844388
33,1.0,1.0,1.0,0.0,1834,1.0,0.0,0.0,7,117,3,0.0,-0.4999999999999998,-0.8660254037844388
32,9.0,2.0,1.0,0.0,-398,0.0,1.0,0.0,7,387,2,0.0,-0.4999999999999998,-0.8660254037844388
41,9.0,0.0,1.0,0.0,0,0.0,0.0,0.0,7,353,4,0.0,-0.4999999999999998,-0.8660254037844388
29,7.0,1.0,1.0,0.0,-597,0.0,0.0,0.0,7,500,2,0.0,-0.4999999999999998,-0.8660254037844388
31,1.0,2.0,1.0,0.0,16,0.0,0.0,0.0,7,387,1,0.0,-0.4999999999999998,-0.8660254037844388
37,0.0,1.0,1.0,0.0,10,0.0,1.0,0.0,7,162,2,0.0,-0.4999999999999998,-0.8660254037844388
