age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y,campaign_squared,quarter,season,march,many_contacts,long_call,duration_log
47,1.0,1.0,0.0,1.0,25,1.0,1.0,0.0,7,5.0,142,3,0.0,9,3,3,False,False,False,4.962844630259907
39,4.0,1.0,0.0,0.0,551,0.0,1.0,0.0,7,5.0,107,5,0.0,25,3,3,False,False,False,4.68213122712422
56,3.0,1.0,0.0,0.0,58,0.0,1.0,0.0,7,5.0,227,6,0.0,36,3,3,False,False,False,5.429345628954441
41,7.0,1.0,1.0,0.0,650,1.0,0.0,0.0,7,5.0,149,5,0.0,25,3,3,False,False,False,5.0106352940962555
41,3.0,1.0,0.0,0.0,1618,1.0,0.0,0.0,7,5.0,134,2,0.0,4,3,3,False,False,False,4.90527477843843
60,5.0,1.0,0.0,0.0,-63,1.0,0.0,0.0,7,5.0,1434,5,0.0,25,3,3,False,False,True,7.268920128193722
58,4.0,1.0,0.0,0.0,4850,0.0,0.0,0.0,7,5.0,179,2,0.0,4,3,3,False,False,False,5.19295685089021
56,1.0,1.0,0.0,0.0,409,1.0,0.0,1.0,7,5.0,176,6,0.0,36,3,3,False,False,False,5.176149732573829
36,10.0,2.0,0.0,0.0,0,1.0,0.0,1.0,7,5.0,63,6,0.0,36,3,3,False,False,False,4.1588830833596715
39,4.0,1.0,2.0,0.0,1007,1.0,0.0,0.0,7,5.0,86,2,0.0,4,3,3,False,False,False,4.465908118654584
46,4.0,1.0,0.0,0.0,312,1.0,0.0,0.0,7,5.0,113,2,0.0,4,3,3,False,False,False,4.736198448394496
58,1.0,0.0,0.0,0.0,820,1.0,0.0,0.0,7,5.0,200,4,0.0,16,3,3,False,False,False,5.303304908059076
52,4.0,1.0,1.0,0.0,3369,0.0,0.0,0.0,7,5.0,196,2,0.0,4,3,3,False,False,False,5.2832037287379885
41,7.0,1.0,1.0,0.0,841,1.0,0.0,0.0,7,5.0,250,2,0.0,4,3,3,False,False,False,5.5254529391317835
59,1.0,1.0,1.0,0.0,-1336,0.0,1.0,0.0,7,5.0,450,2,0.0,4,3,3,False,False,False,6.111467339502679
43,4.0,0.0,1.0,0.0,0,0.0,0.0,0.0,7,5.0,75,3,0.0,9,3,3,False,False,False,4.330733340286331
50,1.0,1.0,0.0,0.0,9301,1.0,0.0,0.0,7,5.0,136,4,0.0,16,3,3,False,False,False,4.919980925828125
49,9.0,1.0,0.0,0.0,486,0.0,0.0,1.0,7,5.0,229,5,0.0,25,3,3,False,False,False,5.438079308923196
51,6.0,1.0,1.0,1.0,34,0.0,1.0,0.0,7,5.0,200,1,0.0,1,3,3,False,False,False,5.303304908059076
39,9.0,2.0,1.0,0.0,506,1.0,0.0,0.0,7,5.0,718,2,1.0,4,3,3,False,False,True,6.577861357721047
38,4.0,1.0,2.0,0.0,1444,1.0,0.0,0.0,7,5.0,139,2,0.0,4,3,3,False,False,False,4.941642422609304
30,7.0,2.0,1.0,0.0,0,1.0,0.0,0.0,7,5.0,161,2,0.0,4,3,3,False,False,False,5.087596335232384
41,9.0,1.0,1.0,0.0,923,1.0,0.0,0.0,7,5.0,141,3,0.0,9,3,3,False,False,False,4.955827057601261
45,10.0,0.0,1.0,0.0,-44,1.0,0.0,0.0,7,5.0,256,2,0.0,4,3,3,False,False,False,5.54907608489522
54,7.0,0.0,2.0,0.0,413,0.0,0.0,0.0,7,5.0,39,9,0.0,81,3,3,False,False,False,3.6888794541139363
47,0.0,2.0,1.0,0.0,3531,1.0,0.0,0.0,7,5.0,49,6,0.0,36,3,3,False,False,False,3.912023005428146
53,4.0,0.0,2.0,0.0,243,1.0,0.0,0.0,7,5.0,66,2,0.0,4,3,3,False,False,False,4.204692619390966
41,1.0,1.0,0.0,0.0,484,1.0,0.0,0.0,7,5.0,321,3,0.0,9,3,3,False,False,False,5.7745515455444085
42,1.0,0.0,0.0,0.0,213,1.0,0.0,0.0,7,5.0,434,3,1.0,9,3,3,False,False,False,6.075346031088684
33,7.0,2.0,1.0,0.0,170,0.0,0.0,0.0,7,5.0,782,1,1.0,1,3,3,False,False,True,6.663132695990803
34,6.0,1.0,2.0,0.0,-236,1.0,0.0,0.0,7,5.0,118,4,0.0,16,3,3,False,False,False,4.77912349311153
54,1.0,0.0,1.0,0.0,1613,1.0,0.0,0.0,7,5.0,128,3,0.0,9,3,3,False,False,False,4.859812404361672
37,2.0,1.0,2.0,0.0,555,0.0,0.0,0.0,7,5.0,104,2,0.0,4,3,3,False,False,False,4.653960350157523
59,0.0,1.0,1.0,0.0,1914,1.0,0.0,0.0,7,5.0,126,3,0.0,9,3,3,False,False,False,4.844187086458591
38,9.0,1.0,1.0,0.0,2220,0.0,0.0,0.0,7,5.0,87,2,0.0,4,3,3,False,False,False,4.477336814478207
27,0.0,2.0,1.0,0.0,450,1.0,0.0,0.0,7,5.0,107,3,0.0,9,3,3,False,False,False,4.68213122712422
59,4.0,1.0,2.0,0.0,553,1.0,0.0,0.0,7,5.0,1272,3,1.0,9,3,3,False,False,True,7.149131598557407
31,0.0,2.0,1.0,0.0,92,1.0,0.0,0.0,7,5.0,401,2,0.0,4,3,3,False,False,False,5.996452088619021
45,1.0,0.0,0.0,0.0,1805,0.0,0.0,0.0,7,5.0,758,1,0.0,1,3,3,False,False,True,6.63200177739563
37,6.0,1.0,1.0,0.0,1523,0.0,1.0,0.0,7,5.0,316,2,0.0,4,3,3,False,False,False,5.75890177387728
42,1.0,0.0,1.0,0.0,3407,0.0,0.0,0.0,7,5.0,277,2,0.0,4,3,3,False,False,False,5.627621113690637
40,1.0,1.0,0.0,0.0,254,1.0,0.0,0.0,7,5.0,107,3,0.0,9,3,3,False,False,False,4.68213122712422
42,10.0,1.0,0.0,0.0,11,0.0,0.0,0.0,7,5.0,111,3,0.0,9,3,3,False,False,False,4.718498871295094
27,4.0,2.0,1.0,0.0,1609,1.0,0.0,0.0,7,5.0,360,3,0.0,9,3,3,False,False,False,5.8888779583328805
45,4.0,1.0,2.0,0.0,1447,1.0,1.0,0.0,7,5.0,461,2,0.0,4,3,3,False,False,False,6.135564891081739
43,9.0,0.0,2.0,0.0,27,0.0,0.0,0.0,7,5.0,412,4,0.0,16,3,3,False,False,False,6.023447592961033
41,0.0,1.0,1.0,0.0,125,0.0,0.0,0.0,7,5.0,244,4,0.0,16,3,3,False,False,False,5.501258210544727
47,4.0,1.0,0.0,0.0,1797,0.0,0.0,0.0,7,5.0,62,4,0.0,16,3,3,False,False,False,4.143134726391533
44,1.0,1.0,0.0,0.0,2,0.0,1.0,1.0,7,5.0,46,2,0.0,4,3,3,False,False,False,3.8501476017100584
40,0.0,1.0,1.0,0.0,1395,1.0,1.0,0.0,7,5.0,122,2,0.0,4,3,3,False,False,False,4.812184355372417
33,9.0,0.0,1.0,0.0,522,0.0,1.0,0.0,7,5.0,559,4,0.0,16,3,3,False,False,True,6.327936783729195
36,2.0,0.0,2.0,0.0,776,0.0,1.0,0.0,7,5.0,722,3,1.0,9,3,3,False,False,True,6.583409222158765
25,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,7,5.0,64,1,0.0,1,3,3,False,False,False,4.174387269895637
45,9.0,1.0,1.0,0.0,879,0.0,0.0,0.0,7,5.0,621,2,1.0,4,3,3,False,False,True,6.432940092739179
27,7.0,2.0,1.0,0.0,266,0.0,1.0,0.0,7,5.0,232,1,0.0,1,3,3,False,False,False,5.4510384535657
43,7.0,1.0,0.0,0.0,29,0.0,0.0,1.0,7,5.0,259,8,0.0,64,3,3,False,False,False,5.560681631015528
37,6.0,1.0,1.0,0.0,1633,0.0,0.0,0.0,7,5.0,629,2,1.0,4,3,3,False,False,True,6.4457198193855785
48,4.0,1.0,2.0,0.0,666,1.0,0.0,0.0,7,5.0,317,6,0.0,36,3,3,False,False,False,5.762051382780177
30,7.0,1.0,1.0,0.0,-134,1.0,1.0,0.0,7,5.0,61,1,0.0,1,3,3,False,False,False,4.127134385045092
35,6.0,1.0,1.0,0.0,0,1.0,0.0,1.0,7,5.0,126,4,0.0,16,3,3,False,False,False,4.844187086458591
46,10.0,1.0,1.0,0.0,926,0.0,0.0,0.0,7,5.0,385,5,1.0,25,3,3,False,False,False,5.955837369464831
43,9.0,1.0,1.0,0.0,-796,0.0,0.0,0.0,7,5.0,190,4,0.0,16,3,3,False,False,False,5.25227342804663
52,5.0,1.0,2.0,0.0,493,0.0,0.0,0.0,7,5.0,61,6,0.0,36,3,3,False,False,False,4.127134385045092
37,7.0,1.0,1.0,0.0,343,1.0,1.0,0.0,7,5.0,74,7,0.0,49,3,3,False,False,False,4.31748811353631
45,9.0,1.0,1.0,0.0,268,0.0,0.0,0.0,7,5.0,96,14,0.0,196,3,3,False,True,False,4.574710978503383
54,4.0,0.0,2.0,0.0,92,0.0,1.0,1.0,7,5.0,86,4,0.0,16,3,3,False,False,False,4.465908118654584
28,4.0,2.0,2.0,0.0,0,0.0,0.0,0.0,7,5.0,94,1,0.0,1,3,3,False,False,False,4.553876891600541
44,7.0,1.0,1.0,0.0,182,1.0,1.0,0.0,7,5.0,209,4,0.0,16,3,3,False,False,False,5.3471075307174685
57,0.0,1.0,1.0,0.0,1143,0.0,0.0,1.0,7,5.0,69,3,0.0,9,3,3,False,False,False,4.248495242049359
46,1.0,1.0,1.0,0.0,4044,0.0,0.0,0.0,7,5.0,326,3,0.0,9,3,3,False,False,False,5.7899601708972535
27,1.0,2.0,1.0,0.0,77,0.0,1.0,0.0,7,5.0,497,1,0.0,1,3,3,False,False,False,6.210600077024653
51,9.0,1.0,1.0,0.0,1327,0.0,0.0,0.0,7,5.0,21,2,0.0,4,3,3,False,False,False,3.091042453358316
29,0.0,1.0,1.0,0.0,488,0.0,1.0,0.0,7,5.0,223,1,0.0,1,3,3,False,False,False,5.4116460518550396
57,9.0,1.0,1.0,0.0,0,0.0,0.0,0.0,7,5.0,236,1,0.0,1,3,3,False,False,False,5.4680601411351315
59,5.0,0.0,1.0,0.0,23,0.0,0.0,0.0,7,5.0,66,1,0.0,1,3,3,False,False,False,4.204692619390966
57,5.0,1.0,0.0,0.0,808,0.0,0.0,1.0,7,5.0,274,1,0.0,1,3,3,False,False,False,5.616771097666572
26,7.0,1.0,1.0,0.0,-236,1.0,1.0,0.0,7,5.0,459,1,0.0,1,3,3,False,False,False,6.131226489483141
36,7.0,1.0,1.0,0.0,-274,0.0,0.0,0.0,7,5.0,217,1,0.0,1,3,3,False,False,False,5.384495062789089
35,4.0,2.0,2.0,0.0,12,0.0,0.0,0.0,7,5.0,289,1,0.0,1,3,3,False,False,False,5.66988092298052
40,0.0,2.0,1.0,0.0,-1,0.0,0.0,0.0,7,5.0,173,1,0.0,1,3,3,False,False,False,5.159055299214529
51,1.0,1.0,0.0,0.0,505,0.0,1.0,0.0,7,5.0,130,1,0.0,1,3,3,False,False,False,4.875197323201151
45,7.0,0.0,1.0,0.0,88,0.0,1.0,0.0,7,5.0,332,1,0.0,1,3,3,False,False,False,5.808142489980444
33,1.0,2.0,0.0,0.0,777,0.0,0.0,0.0,7,5.0,263,1,0.0,1,3,3,False,False,False,5.575949103146316
53,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,7,5.0,114,1,0.0,1,3,3,False,False,False,4.74493212836325
39,1.0,2.0,0.0,0.0,366,1.0,1.0,0.0,7,5.0,166,1,0.0,1,3,3,False,False,False,5.117993812416755
43,4.0,1.0,2.0,0.0,460,0.0,1.0,0.0,7,5.0,94,1,0.0,1,3,3,False,False,False,4.553876891600541
60,1.0,0.0,0.0,0.0,3427,0.0,0.0,0.0,7,5.0,169,1,0.0,1,3,3,False,False,False,5.135798437050262
28,3.0,2.0,0.0,0.0,332,0.0,0.0,0.0,7,5.0,385,1,0.0,1,3,3,False,False,False,5.955837369464831
46,9.0,1.0,1.0,0.0,967,0.0,0.0,0.0,7,5.0,248,3,0.0,9,3,3,False,False,False,5.517452896464707
56,4.0,1.0,0.0,0.0,21,0.0,0.0,0.0,7,5.0,118,1,0.0,1,3,3,False,False,False,4.77912349311153
32,6.0,2.0,2.0,0.0,2559,0.0,0.0,0.0,7,5.0,889,1,1.0,1,3,3,False,False,True,6.7912214627261855
32,0.0,1.0,1.0,0.0,1604,0.0,1.0,0.0,7,5.0,625,1,1.0,1,3,3,False,False,True,6.439350371100098
34,1.0,2.0,0.0,1.0,-2,0.0,1.0,0.0,7,5.0,199,1,0.0,1,3,3,False,False,False,5.298317366548036
30,4.0,2.0,2.0,0.0,0,0.0,0.0,0.0,7,5.0,240,1,0.0,1,3,3,False,False,False,5.484796933490655
51,1.0,1.0,1.0,0.0,505,1.0,0.0,1.0,7,5.0,199,4,0.0,16,3,3,False,False,False,5.298317366548036
29,7.0,1.0,2.0,0.0,0,0.0,1.0,0.0,7,5.0,158,1,0.0,1,3,3,False,False,False,5.0689042022202315
35,7.0,2.0,1.0,0.0,2110,0.0,1.0,0.0,7,5.0,39,1,0.0,1,3,3,False,False,False,3.6888794541139363
29,1.0,1.0,0.0,0.0,0,1.0,0.0,1.0,7,5.0,256,15,0.0,225,3,3,False,True,False,5.54907608489522
31,1.0,2.0,1.0,0.0,1,0.0,1.0,0.0,7,5.0,174,1,0.0,1,3,3,False,False,False,5.1647859739235145
29,1.0,1.0,0.0,0.0,57,0.0,1.0,0.0,7,5.0,461,1,0.0,1,3,3,False,False,False,6.135564891081739
44,3.0,1.0,0.0,0.0,398,0.0,0.0,0.0,7,5.0,187,3,0.0,9,3,3,False,False,False,5.236441962829949
32,7.0,2.0,1.0,0.0,-1139,1.0,0.0,0.0,7,5.0,201,1,0.0,1,3,3,False,False,False,5.308267697401205
36,1.0,1.0,1.0,0.0,537,0.0,1.0,0.0,7,5.0,206,6,0.0,36,3,3,False,False,False,5.332718793265369
40,9.0,1.0,1.0,0.0,351,0.0,1.0,0.0,7,5.0,139,1,0.0,1,3,3,False,False,False,4.941642422609304
37,4.0,2.0,2.0,0.0,0,0.0,0.0,0.0,7,5.0,643,3,0.0,9,3,3,False,False,True,6.467698726104354
45,4.0,2.0,1.0,0.0,-57,0.0,1.0,0.0,7,5.0,262,1,0.0,1,3,3,False,False,False,5.572154032177765
39,0.0,1.0,1.0,0.0,2319,0.0,0.0,0.0,7,5.0,84,1,0.0,1,3,3,False,False,False,4.442651256490317
25,9.0,2.0,2.0,0.0,437,0.0,1.0,0.0,7,5.0,121,1,0.0,1,3,3,False,False,False,4.804021044733257
41,9.0,2.0,1.0,0.0,879,0.0,1.0,0.0,7,5.0,60,4,0.0,16,3,3,False,False,False,4.110873864173311
34,9.0,2.0,1.0,0.0,232,0.0,0.0,0.0,7,5.0,130,1,0.0,1,3,3,False,False,False,4.875197323201151
37,0.0,2.0,1.0,0.0,-117,0.0,1.0,0.0,7,5.0,106,1,0.0,1,3,3,False,False,False,4.672828834461906
51,5.0,1.0,1.0,0.0,3003,1.0,0.0,0.0,7,5.0,149,3,0.0,9,3,3,False,False,False,5.0106352940962555
35,0.0,2.0,1.0,0.0,0,0.0,1.0,0.0,7,5.0,480,1,0.0,1,3,3,False,False,False,6.175867270105761
49,1.0,1.0,0.0,0.0,-167,0.0,0.0,0.0,7,5.0,51,1,0.0,1,3,3,False,False,False,3.9512437185814275
28,9.0,2.0,1.0,0.0,909,0.0,1.0,0.0,7,5.0,532,1,1.0,1,3,3,False,False,True,6.278521424165844
26,1.0,2.0,1.0,0.0,428,0.0,1.0,0.0,7,5.0,575,1,0.0,1,3,3,False,False,True,6.3561076606958915
27,4.0,1.0,2.0,0.0,54,1.0,1.0,0.0,7,5.0,72,1,0.0,1,3,3,False,False,False,4.290459441148391
45,0.0,0.0,1.0,0.0,-176,0.0,1.0,0.0,7,5.0,574,1,1.0,1,3,3,False,False,True,6.354370040797351
34,0.0,0.0,1.0,0.0,564,0.0,1.0,0.0,7,5.0,445,1,0.0,1,3,3,False,False,False,6.100318952020064
27,7.0,1.0,1.0,0.0,221,0.0,1.0,0.0,7,5.0,554,1,0.0,1,3,3,False,False,True,6.318968113746434
35,7.0,0.0,1.0,0.0,35,1.0,0.0,0.0,7,5.0,129,4,0.0,16,3,3,False,False,False,4.867534450455582
48,0.0,1.0,1.0,0.0,8,0.0,1.0,0.0,7,5.0,46,1,0.0,1,3,3,False,False,False,3.8501476017100584
33,7.0,2.0,1.0,0.0,149,0.0,1.0,0.0,7,5.0,254,1,0.0,1,3,3,False,False,False,5.541263545158426
31,9.0,2.0,1.0,0.0,475,0.0,0.0,0.0,7,5.0,226,1,0.0,1,3,3,False,False,False,5.424950017481403
56,3.0,0.0,1.0,0.0,977,0.0,0.0,0.0,7,5.0,1200,1,0.0,1,3,3,False,False,True,7.0909098220799835
29,1.0,2.0,0.0,0.0,161,0.0,1.0,0.0,7,5.0,295,1,0.0,1,3,3,False,False,False,5.69035945432406
40,4.0,0.0,2.0,0.0,492,0.0,1.0,0.0,7,5.0,125,2,0.0,4,3,3,False,False,False,4.836281906951478
35,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,7,5.0,78,11,0.0,121,3,3,False,True,False,4.3694478524670215
30,0.0,1.0,0.0,0.0,40,1.0,1.0,0.0,7,5.0,174,1,0.0,1,3,3,False,False,False,5.1647859739235145
59,1.0,1.0,1.0,0.0,13718,0.0,0.0,1.0,7,5.0,107,6,0.0,36,3,3,False,False,False,4.68213122712422
34,1.0,1.0,1.0,0.0,205,1.0,1.0,0.0,7,5.0,309,1,0.0,1,3,3,False,False,False,5.736572297479192
26,1.0,2.0,1.0,0.0,123,0.0,1.0,0.0,7,5.0,209,1,0.0,1,3,3,False,False,False,5.3471075307174685
41,4.0,1.0,1.0,0.0,0,0.0,1.0,0.0,7,5.0,630,3,0.0,9,3,3,False,False,True,6.447305862541213
58,1.0,1.0,1.0,0.0,2146,0.0,0.0,0.0,7,5.0,206,3,0.0,9,3,3,False,False,False,5.332718793265369
35,1.0,1.0,0.0,0.0,63,0.0,1.0,0.0,7,5.0,243,2,0.0,4,3,3,False,False,False,5.497168225293202
27,9.0,1.0,1.0,0.0,-428,0.0,0.0,0.0,7,5.0,451,1,0.0,1,3,3,False,False,False,6.113682179832232
40,4.0,1.0,2.0,0.0,0,0.0,0.0,0.0,7,5.0,111,1,0.0,1,3,3,False,False,False,4.718498871295094
52,9.0,0.0,2.0,1.0,-1014,0.0,1.0,0.0,7,5.0,154,1,0.0,1,3,3,False,False,False,5.043425116919247
38,9.0,1.0,1.0,0.0,-228,1.0,0.0,0.0,7,5.0,162,4,0.0,16,3,3,False,False,False,5.093750200806762
30,1.0,2.0,1.0,0.0,-42,0.0,0.0,0.0,7,5.0,86,2,0.0,4,3,3,False,False,False,4.465908118654584
25,1.0,2.0,1.0,0.0,218,0.0,1.0,0.0,7,5.0,448,1,0.0,1,3,3,False,False,False,6.1070228877422545
57,1.0,1.0,0.0,0.0,282,0.0,1.0,0.0,7,5.0,261,12,0.0,144,3,3,False,True,False,5.568344503761097
29,7.0,1.0,1.0,0.0,123,0.0,1.0,0.0,7,5.0,151,1,0.0,1,3,3,False,False,False,5.0238805208462765
48,1.0,1.0,0.0,0.0,14,0.0,1.0,0.0,7,5.0,120,1,0.0,1,3,3,False,False,False,4.795790545596741
29,1.0,1.0,1.0,0.0,247,0.0,1.0,0.0,7,5.0,199,1,0.0,1,3,3,False,False,False,5.298317366548036
38,3.0,0.0,1.0,0.0,216,0.0,0.0,0.0,7,5.0,97,3,0.0,9,3,3,False,False,False,4.584967478670572
29,9.0,1.0,1.0,0.0,-28,0.0,0.0,0.0,7,5.0,531,1,0.0,1,3,3,False,False,True,6.2766434893416445
40,1.0,1.0,1.0,0.0,326,1.0,1.0,0.0,7,5.0,112,1,0.0,1,3,3,False,False,False,4.727387818712341
31,0.0,2.0,1.0,0.0,119,0.0,0.0,0.0,7,5.0,80,1,0.0,1,3,3,False,False,False,4.394449154672439
34,1.0,1.0,0.0,0.0,69,0.0,0.0,1.0,7,5.0,41,1,0.0,1,3,3,False,False,False,3.7376696182833684
29,1.0,1.0,0.0,0.0,707,0.0,0.0,0.0,7,5.0,210,1,0.0,1,3,3,False,False,False,5.351858133476067
44,3.0,1.0,0.0,0.0,-227,0.0,1.0,0.0,7,5.0,153,1,0.0,1,3,3,False,False,False,5.0369526024136295
41,1.0,2.0,1.0,1.0,1085,1.0,1.0,0.0,7,5.0,599,1,1.0,1,3,3,False,False,True,6.396929655216146
34,1.0,0.0,1.0,0.0,368,0.0,1.0,0.0,7,5.0,2201,1,0.0,1,3,3,False,False,True,7.697121317282625
35,2.0,1.0,0.0,1.0,25,0.0,1.0,0.0,7,5.0,236,1,0.0,1,3,3,False,False,False,5.4680601411351315
43,4.0,0.0,2.0,0.0,-132,1.0,1.0,0.0,7,5.0,532,2,0.0,4,3,3,False,False,True,6.278521424165844
59,1.0,0.0,0.0,0.0,1265,0.0,1.0,0.0,7,5.0,849,1,1.0,1,3,3,False,False,True,6.745236349484363
46,4.0,1.0,1.0,0.0,700,0.0,1.0,0.0,7,5.0,136,1,0.0,1,3,3,False,False,False,4.919980925828125
55,1.0,2.0,1.0,0.0,82,0.0,1.0,0.0,7,5.0,500,1,0.0,1,3,3,False,False,True,6.2166061010848646
41,3.0,1.0,0.0,0.0,1529,0.0,0.0,0.0,7,5.0,61,6,0.0,36,3,3,False,False,False,4.127134385045092
59,4.0,2.0,2.0,0.0,623,1.0,0.0,0.0,7,5.0,212,4,0.0,16,3,3,False,False,False,5.3612921657094255
39,9.0,1.0,1.0,0.0,-241,1.0,1.0,0.0,7,5.0,337,4,0.0,16,3,3,False,False,False,5.823045895483019
26,9.0,0.0,2.0,0.0,278,1.0,1.0,0.0,7,5.0,1467,1,0.0,1,3,3,False,False,True,7.291656209174461
33,1.0,1.0,1.0,0.0,1834,1.0,0.0,0.0,7,5.0,117,3,0.0,9,3,3,False,False,False,4.770684624465665
32,9.0,2.0,1.0,0.0,-398,0.0,1.0,0.0,7,5.0,387,2,0.0,4,3,3,False,False,False,5.961005339623274
41,9.0,0.0,1.0,0.0,0,0.0,0.0,0.0,7,5.0,353,4,0.0,16,3,3,False,False,False,5.869296913133774
29,7.0,1.0,1.0,0.0,-597,0.0,0.0,0.0,7,5.0,500,2,0.0,4,3,3,False,False,True,6.2166061010848646
31,1.0,2.0,1.0,0.0,16,0.0,0.0,0.0,7,5.0,387,1,0.0,1,3,3,False,False,False,5.961005339623274
